edge_id,product,target_field,source_kind,source_product,source,occurrence,transform
f00451,ecommerce.cartivo_order,source_system,expression,ecommerce.cartivo_order,'cartivo',steps[3]:calculated_fields,calculated_fields
f00452,ecommerce.cartivo_order,order_value_band,rule,ecommerce.cartivo_order,order_value_band_v1@1,steps[3]:calculated_fields,calculated_fields
f00453,ecommerce.cartivo_order,customer_business_key,contract,ecommerce.cartivo_customer,customer_business_key,steps[4]:data_enrichment,data_enrichment
f00454,ecommerce.cartivo_order_line,order_line_record_id,field,ecommerce.cartivo_order_line,cartivo_record_id,steps[2]:schema_transform,schema_transform
f00455,ecommerce.cartivo_order_line,order_id,field,ecommerce.cartivo_order_line,cartivo_order_id,steps[2]:schema_transform,schema_transform
f00456,ecommerce.cartivo_order_line,order_line_source_product_id,field,ecommerce.cartivo_order_line,cartivo_product_id,steps[2]:schema_transform,schema_transform
f00457,ecommerce.cartivo_order_line,line_number,field,ecommerce.cartivo_order_line,line_number,steps[2]:schema_transform,schema_transform
f00458,ecommerce.cartivo_order_line,line_quantity,field,ecommerce.cartivo_order_line,quantity,steps[2]:schema_transform,schema_transform
f00459,ecommerce.cartivo_order_line,line_unit_price,field,ecommerce.cartivo_order_line,unit_price,steps[2]:schema_transform,schema_transform
f00460,ecommerce.cartivo_order_line,line_revenue,field,ecommerce.cartivo_order_line,line_revenue,steps[2]:schema_transform,schema_transform
f00461,ecommerce.cartivo_order_line,line_currency,field,ecommerce.cartivo_order_line,currency,steps[2]:schema_transform,schema_transform
f00462,ecommerce.cartivo_order_line,line_order_date,field,ecommerce.cartivo_order_line,order_date,steps[2]:schema_transform,schema_transform
f00463,ecommerce.cartivo_order_line,order_line_source_system,expression,ecommerce.cartivo_order_line,'cartivo',steps[3]:calculated_fields,calculated_fields
f00464,ecommerce.cartivo_order_line,product_code,contract,ecommerce.cartivo_product,product_code,steps[4]:data_enrichment,data_enrichment
f00465,ecommerce.customer,customer_record_id,field,ecommerce.customer,source_record_id,steps[2]:schema_transform,schema_transform
f00466,ecommerce.customer,customer_source_id,field,ecommerce.customer,source_customer_id,steps[2]:schema_transform,schema_transform
f00467,ecommerce.customer,customer_source_system,field,ecommerce.customer,source_system,steps[2]:schema_transform,schema_transform
f00468,ecommerce.customer,customer_loyalty_id,field,ecommerce.customer,loyalty_id,steps[2]:schema_transform,schema_transform
f00469,ecommerce.customer,customer_email,field,ecommerce.customer,email,steps[2]:schema_transform,schema_transform
f00470,ecommerce.customer,customer_normalised_email,field,ecommerce.customer,normalised_email,steps[2]:schema_transform,schema_transform
f00471,ecommerce.customer,customer_name,field,ecommerce.customer,full_name,steps[2]:schema_transform,schema_transform
f00472,ecommerce.customer,customer_phone,field,ecommerce.customer,phone,steps[2]:schema_transform,schema_transform
f00473,ecommerce.customer,customer_address_line,field,ecommerce.customer,address_line,steps[2]:schema_transform,schema_transform
f00474,ecommerce.customer,customer_city,field,ecommerce.customer,city,steps[2]:schema_transform,schema_transform
f00475,ecommerce.customer,customer_postal_code,field,ecommerce.customer,postal_code,steps[2]:schema_transform,schema_transform
f00476,ecommerce.customer,customer_country,field,ecommerce.customer,country,steps[2]:schema_transform,schema_transform
f00477,ecommerce.customer,customer_marketing_consent,field,ecommerce.customer,marketing_consent,steps[2]:schema_transform,schema_transform
f00478,ecommerce.customer,customer_preferred_channel,field,ecommerce.customer,preferred_channel,steps[2]:schema_transform,schema_transform
f00479,ecommerce.customer,customer_buyer_segment,field,ecommerce.customer,buyer_segment,steps[2]:schema_transform,schema_transform
f00480,ecommerce.customer,customer_as_of_date,field,ecommerce.customer,as_of_date,steps[2]:schema_transform,schema_transform
f00481,ecommerce.customer,customer_identity_key,field,ecommerce.customer,customer_source_system,steps[3]:calculated_fields,calculated_fields
f00482,ecommerce.customer,customer_identity_key,field,ecommerce.customer,customer_record_id,steps[3]:calculated_fields,calculated_fields
f00483,ecommerce.customer,customer_external_id,contract,reference.customer_identity,customer_external_id,steps[4]:data_enrichment,data_enrichment
f00484,ecommerce.mercaro_order,source_record_id,field,ecommerce.mercaro_order,mercaro_record_id,steps[2]:schema_transform,schema_transform
f00485,ecommerce.mercaro_order,source_order_id,field,ecommerce.mercaro_order,mercaro_order_id,steps[2]:schema_transform,schema_transform
f00486,ecommerce.mercaro_order,source_customer_id,field,ecommerce.mercaro_order,mercaro_customer_id,steps[2]:schema_transform,schema_transform
f00487,ecommerce.mercaro_order,order_date,field,ecommerce.mercaro_order,order_date,steps[2]:schema_transform,schema_transform
f00488,ecommerce.mercaro_order,order_total,field,ecommerce.mercaro_order,order_total,steps[2]:schema_transform,schema_transform
f00489,ecommerce.mercaro_order,source_system,expression,ecommerce.mercaro_order,'mercaro',steps[3]:calculated_fields,calculated_fields
f00490,ecommerce.mercaro_order,order_value_band,rule,ecommerce.mercaro_order,order_value_band_v1@1,steps[3]:calculated_fields,calculated_fields
f00491,ecommerce.mercaro_order,customer_business_key,contract,ecommerce.mercaro_customer,customer_business_key,steps[4]:data_enrichment,data_enrichment
f00492,ecommerce.mercaro_order_line,order_line_record_id,field,ecommerce.mercaro_order_line,mercaro_record_id,steps[2]:schema_transform,schema_transform
f00493,ecommerce.mercaro_order_line,order_id,field,ecommerce.mercaro_order_line,mercaro_order_id,steps[2]:schema_transform,schema_transform
f00494,ecommerce.mercaro_order_line,order_line_source_product_id,field,ecommerce.mercaro_order_line,mercaro_product_id,steps[2]:schema_transform,schema_transform
f00495,ecommerce.mercaro_order_line,line_number,field,ecommerce.mercaro_order_line,line_number,steps[2]:schema_transform,schema_transform
f00496,ecommerce.mercaro_order_line,line_quantity,field,ecommerce.mercaro_order_line,quantity,steps[2]:schema_transform,schema_transform
f00497,ecommerce.mercaro_order_line,line_unit_price,field,ecommerce.mercaro_order_line,unit_price,steps[2]:schema_transform,schema_transform
f00498,ecommerce.mercaro_order_line,line_revenue,field,ecommerce.mercaro_order_line,line_revenue,steps[2]:schema_transform,schema_transform
f00499,ecommerce.mercaro_order_line,line_currency,field,ecommerce.mercaro_order_line,currency,steps[2]:schema_transform,schema_transform
f00500,ecommerce.mercaro_order_line,line_order_date,field,ecommerce.mercaro_order_line,order_date,steps[2]:schema_transform,schema_transform
f00501,ecommerce.mercaro_order_line,order_line_source_system,expression,ecommerce.mercaro_order_line,'mercaro',steps[3]:calculated_fields,calculated_fields
f00502,ecommerce.mercaro_order_line,product_code,contract,ecommerce.mercaro_product,product_code,steps[4]:data_enrichment,data_enrichment
f00503,ecommerce.product,product_record_id,field,ecommerce.product,source_record_id,steps[2]:schema_transform,schema_transform
f00504,ecommerce.product,product_source_id,field,ecommerce.product,source_product_id,steps[2]:schema_transform,schema_transform
f00505,ecommerce.product,product_source_system,field,ecommerce.product,source_system,steps[2]:schema_transform,schema_transform
f00506,ecommerce.product,product_brand,field,ecommerce.product,brand,steps[2]:schema_transform,schema_transform
f00507,ecommerce.product,product_category,field,ecommerce.product,category,steps[2]:schema_transform,schema_transform
f00508,ecommerce.product,product_list_price,field,ecommerce.product,list_price,steps[2]:schema_transform,schema_transform
f00509,ecommerce.product,product_currency,field,ecommerce.product,currency,steps[2]:schema_transform,schema_transform
f00510,ecommerce.product,product_as_of_date,field,ecommerce.product,as_of_date,steps[2]:schema_transform,schema_transform
f00511,investment.gp_conformed,gp_business_key,field,investment.gp_conformed,gp_lei,steps[2]:calculated_fields,calculated_fields
f00512,investment.gp_conformed,gp_business_key,field,investment.gp_conformed,gp_external_id,steps[2]:calculated_fields,calculated_fields
f00513,investment.gp_conformed,gp_business_key,field,investment.gp_conformed,gp_normalised_name,steps[2]:calculated_fields,calculated_fields
f00514,investment.portfolio_company_conformed,company_business_key,field,investment.portfolio_company_conformed,company_lei,steps[2]:calculated_fields,calculated_fields
f00515,investment.portfolio_company_conformed,company_business_key,field,investment.portfolio_company_conformed,company_external_id,steps[2]:calculated_fields,calculated_fields
f00516,investment.portfolio_company_conformed,company_business_key,field,investment.portfolio_company_conformed,company_normalised_name,steps[2]:calculated_fields,calculated_fields
f00517,reference.deal_stage,stage_entity_type,field,reference.deal_stage,entity_type,steps[2]:schema_transform,schema_transform
f00518,reference.deal_stage,deal_external_identity,field,reference.deal_stage,entity_external_id,steps[2]:schema_transform,schema_transform
f00519,reference.deal_stage,stage_type_code,field,reference.deal_stage,classification_type_code,steps[2]:schema_transform,schema_transform
f00520,reference.deal_stage,stage_value_code,field,reference.deal_stage,classification_value_code,steps[2]:schema_transform,schema_transform
f00521,reference.deal_stage,stage_effective_from,field,reference.deal_stage,effective_from,steps[2]:schema_transform,schema_transform
f00522,reference.deal_stage,stage_record_source,field,reference.deal_stage,record_source,steps[2]:schema_transform,schema_transform
f00523,reference.deal_stage,stage_load_datetime,field,reference.deal_stage,load_datetime,steps[2]:schema_transform,schema_transform
f00524,reference.deal_stage,stage_recorded_at,field,reference.deal_stage,stage_recorded_at,steps[2]:schema_transform,schema_transform
f00525,reference.deal_stage,stage_key,field,reference.deal_stage,stage_type_code,steps[3]:calculated_fields,calculated_fields
f00526,reference.deal_stage,stage_key,field,reference.deal_stage,stage_value_code,steps[3]:calculated_fields,calculated_fields
f00527,reference.deal_stage,classification_value_name,contract,reference.investment_classification,classification_value_name,steps[4]:data_enrichment,data_enrichment
f00528,reference.deal_stage,classification_sort_order,contract,reference.investment_classification,classification_sort_order,steps[4]:data_enrichment,data_enrichment
f00529,reference.fund_department,classification_entity_type,field,reference.fund_department,entity_type,steps[2]:schema_transform,schema_transform
f00530,reference.fund_department,fund_external_identity,field,reference.fund_department,entity_external_id,steps[2]:schema_transform,schema_transform
f00531,reference.fund_department,classification_type_code,field,reference.fund_department,classification_type_code,steps[2]:schema_transform,schema_transform
f00532,reference.fund_department,fund_department_code,field,reference.fund_department,classification_value_code,steps[2]:schema_transform,schema_transform
f00533,reference.fund_department,department_effective_from,field,reference.fund_department,effective_from,steps[2]:schema_transform,schema_transform
f00534,reference.fund_department,classification_record_source,field,reference.fund_department,record_source,steps[2]:schema_transform,schema_transform
f00535,reference.fund_department,classification_load_datetime,field,reference.fund_department,load_datetime,steps[2]:schema_transform,schema_transform
f00536,reference.fund_department,classification_key,field,reference.fund_department,classification_type_code,steps[3]:calculated_fields,calculated_fields
f00537,reference.fund_department,classification_key,field,reference.fund_department,fund_department_code,steps[3]:calculated_fields,calculated_fields
f00538,reference.fund_department,fund_department_key,field,reference.fund_department,fund_external_identity,steps[3]:calculated_fields,calculated_fields
f00539,reference.fund_department,fund_department_key,field,reference.fund_department,classification_type_code,steps[3]:calculated_fields,calculated_fields
f00540,reference.fund_department,classification_value_name,contract,reference.investment_classification,classification_value_name,steps[4]:data_enrichment,data_enrichment
f00541,reference.fund_department,classification_type_name,contract,reference.investment_classification,classification_type_name,steps[4]:data_enrichment,data_enrichment
f00542,ecommerce.order,order_record_id,field,ecommerce.order,source_record_id,steps[2]:schema_transform,schema_transform
f00543,ecommerce.order,order_id,field,ecommerce.order,source_order_id,steps[2]:schema_transform,schema_transform
f00544,ecommerce.order,order_source_customer_id,field,ecommerce.order,source_customer_id,steps[2]:schema_transform,schema_transform
f00545,ecommerce.order,order_source_system,field,ecommerce.order,source_system,steps[2]:schema_transform,schema_transform
f00546,ecommerce.order,order_currency,field,ecommerce.order,currency,steps[2]:schema_transform,schema_transform
f00547,ecommerce.order,order_channel,field,ecommerce.order,channel,steps[2]:schema_transform,schema_transform
f00548,ecommerce.order,customer_external_id,contract,ecommerce.customer,customer_external_id,steps[3]:data_enrichment,data_enrichment
f00549,investment.gp_name_index,gp_name_lookup_key,field,investment.gp_name_index,gp_normalised_name,steps[2]:calculated_fields,calculated_fields
f00550,investment.gp_name_index,gp_name_lookup_key,field,investment.gp_name_index,gp_name_lookup_key,steps[4]:data_aggregation,data_aggregation
f00551,investment.gp_name_index,gp_business_key,field,investment.gp_name_index,gp_business_key,steps[4]:data_aggregation,data_aggregation
f00552,investment.gp_name_index,gp_entity_count,field,investment.gp_name_index,gp_business_key,steps[4]:data_aggregation,data_aggregation
f00553,investment.gp_succession,succession_key,field,investment.gp_succession,source_predecessor_gp_id,steps[2]:calculated_fields,calculated_fields
f00554,investment.gp_succession,succession_key,field,investment.gp_succession,source_successor_gp_id,steps[2]:calculated_fields,calculated_fields
f00555,investment.gp_succession,gp_business_key,contract,investment.gp_conformed,gp_business_key,steps[3]:data_enrichment,data_enrichment
f00556,investment.gp_succession,gp_normalised_name,contract,investment.gp_conformed,gp_normalised_name,steps[3]:data_enrichment,data_enrichment
f00557,investment.gp_vault,gp_record_id,field,investment.gp_vault,source_record_id,steps[2]:schema_transform,schema_transform
f00558,investment.gp_vault,gp_source_id,field,investment.gp_vault,source_gp_id,steps[2]:schema_transform,schema_transform
f00559,investment.gp_vault,gp_name,field,investment.gp_vault,source_name,steps[2]:schema_transform,schema_transform
f00560,investment.gp_vault,gp_domicile,field,investment.gp_vault,source_domicile,steps[2]:schema_transform,schema_transform
f00561,investment.gp_vault,gp_relationship_start_on,field,investment.gp_vault,source_relationship_start_date,steps[2]:schema_transform,schema_transform
f00562,investment.gp_vault,gp_reported_on,field,investment.gp_vault,source_reported_on,steps[2]:schema_transform,schema_transform
f00563,investment.portfolio_company_vault,company_record_id,field,investment.portfolio_company_vault,source_record_id,steps[2]:schema_transform,schema_transform
f00564,investment.portfolio_company_vault,company_source_id,field,investment.portfolio_company_vault,source_company_id,steps[2]:schema_transform,schema_transform
f00565,investment.portfolio_company_vault,company_fund_source_id,field,investment.portfolio_company_vault,source_fund_id,steps[2]:schema_transform,schema_transform
f00566,investment.portfolio_company_vault,company_name,field,investment.portfolio_company_vault,source_name,steps[2]:schema_transform,schema_transform
f00567,investment.portfolio_company_vault,company_sector,field,investment.portfolio_company_vault,source_sector,steps[2]:schema_transform,schema_transform
f00568,investment.portfolio_company_vault,company_sub_sector,field,investment.portfolio_company_vault,source_sub_sector,steps[2]:schema_transform,schema_transform
f00569,investment.portfolio_company_vault,company_country,field,investment.portfolio_company_vault,source_country,steps[2]:schema_transform,schema_transform
f00570,investment.portfolio_company_vault,company_status,field,investment.portfolio_company_vault,source_status,steps[2]:schema_transform,schema_transform
f00571,investment.portfolio_company_vault,company_reported_on,field,investment.portfolio_company_vault,source_reported_on,steps[2]:schema_transform,schema_transform
f00572,reference.deal_stage_current,stage_rank,field,reference.deal_stage_current,deal_external_identity,steps[2]:calculated_fields,calculated_fields
f00573,reference.deal_stage_current,stage_rank,field,reference.deal_stage_current,stage_effective_from,steps[2]:calculated_fields,calculated_fields
f00574,reference.deal_stage_current,stage_rank,field,reference.deal_stage_current,stage_recorded_at,steps[2]:calculated_fields,calculated_fields
f00575,ecommerce.order_customer,order_customer_external_id,contract,ecommerce.order,customer_external_id,sources[0].conform,merge
f00576,investment.company_external_index,company_external_lookup_key,field,investment.company_external_index,company_external_id,steps[2]:calculated_fields,calculated_fields
f00577,investment.company_external_index,company_external_lookup_key,field,investment.company_external_index,company_external_lookup_key,steps[4]:data_aggregation,data_aggregation
f00578,investment.company_external_index,company_business_key,field,investment.company_external_index,company_business_key,steps[4]:data_aggregation,data_aggregation
f00579,investment.company_external_index,company_entity_count,field,investment.company_external_index,company_business_key,steps[4]:data_aggregation,data_aggregation
f00580,investment.fund_conformed,fund_business_key,field,investment.fund_conformed,fund_lei,steps[2]:calculated_fields,calculated_fields
f00581,investment.fund_conformed,fund_business_key,field,investment.fund_conformed,fund_external_id,steps[2]:calculated_fields,calculated_fields
f00582,investment.fund_conformed,fund_business_key,field,investment.fund_conformed,fund_identity_key,steps[2]:calculated_fields,calculated_fields
f00583,investment.fund_conformed,fund_gp_lookup_key,field,investment.fund_conformed,fund_normalised_gp_name,steps[2]:calculated_fields,calculated_fields
f00584,investment.fund_conformed,gp_business_key,contract,investment.gp_name_index,gp_business_key,steps[3]:data_enrichment,data_enrichment
f00585,investment.gp_canonical,external_ids,field,investment.gp_canonical,gp_business_key,steps[2]:schema_transform,schema_transform
f00586,investment.gp_canonical,lei,field,investment.gp_canonical,gp_lei,steps[2]:schema_transform,schema_transform
f00587,investment.gp_canonical,gp_name,field,investment.gp_canonical,gp_name,steps[2]:schema_transform,schema_transform
f00588,investment.gp_canonical,domicile,field,investment.gp_canonical,gp_domicile,steps[2]:schema_transform,schema_transform
f00589,investment.gp_canonical,relationship_start_date,field,investment.gp_canonical,gp_relationship_start_on,steps[2]:schema_transform,schema_transform
f00590,investment.portfolio_company_canonical,external_ids,field,investment.portfolio_company_canonical,company_business_key,steps[2]:schema_transform,schema_transform
f00591,investment.portfolio_company_canonical,lei,field,investment.portfolio_company_canonical,company_lei,steps[2]:schema_transform,schema_transform
f00592,investment.portfolio_company_canonical,company_name,field,investment.portfolio_company_canonical,company_name,steps[2]:schema_transform,schema_transform
f00593,investment.portfolio_company_canonical,sector,field,investment.portfolio_company_canonical,company_sector,steps[2]:schema_transform,schema_transform
f00594,investment.portfolio_company_canonical,sub_sector,field,investment.portfolio_company_canonical,company_sub_sector,steps[2]:schema_transform,schema_transform
f00595,investment.portfolio_company_canonical,country,field,investment.portfolio_company_canonical,company_country,steps[2]:schema_transform,schema_transform
f00596,investment.portfolio_company_canonical,status,field,investment.portfolio_company_canonical,company_status,steps[2]:schema_transform,schema_transform
f00597,investment.fund_cash_flow_conformed,cash_flow_signed_amount_usd,field,investment.fund_cash_flow_conformed,source_amount_usd,steps[2]:calculated_fields,calculated_fields
f00598,investment.fund_cash_flow_conformed,cash_flow_signed_amount_usd,field,investment.fund_cash_flow_conformed,source_direction,steps[2]:calculated_fields,calculated_fields
f00599,investment.fund_cash_flow_conformed,fund_business_key,contract,investment.fund_conformed,fund_business_key,steps[3]:data_enrichment,data_enrichment
f00600,investment.fund_cash_flow_conformed,fund_external_id,contract,investment.fund_conformed,fund_external_id,steps[3]:data_enrichment,data_enrichment
f00601,investment.fund_investment_basis,fund_recallable_distributions_usd,field,investment.fund_investment_basis,fund_external_id,steps[2]:calculated_fields,calculated_fields
f00602,investment.fund_investment_basis,fund_fee_offset_usd,field,investment.fund_investment_basis,fund_external_id,steps[2]:calculated_fields,calculated_fields
f00603,investment.fund_investment_basis,fund_hurdle_rate,field,investment.fund_investment_basis,fund_external_id,steps[2]:calculated_fields,calculated_fields
f00604,investment.fund_investment_basis,fund_hurdle_rate,field,investment.fund_investment_basis,source_strategy,steps[2]:calculated_fields,calculated_fields
f00605,investment.fund_investment_basis,fund_hurdle_basis,field,investment.fund_investment_basis,fund_external_id,steps[2]:calculated_fields,calculated_fields
f00606,investment.fund_investment_basis,fund_hurdle_basis,field,investment.fund_investment_basis,source_strategy,steps[2]:calculated_fields,calculated_fields
f00607,investment.fund_vault,fund_record_id,field,investment.fund_vault,source_record_id,steps[2]:schema_transform,schema_transform
f00608,investment.fund_vault,fund_source_id,field,investment.fund_vault,source_fund_id,steps[2]:schema_transform,schema_transform
f00609,investment.fund_vault,fund_name,field,investment.fund_vault,source_name,steps[2]:schema_transform,schema_transform
f00610,investment.fund_vault,fund_family_name,field,investment.fund_vault,source_family_name,steps[2]:schema_transform,schema_transform
f00611,investment.fund_vault,fund_vehicle_type,field,investment.fund_vault,source_vehicle_type,steps[2]:schema_transform,schema_transform
f00612,investment.fund_vault,fund_gp_source_id,field,investment.fund_vault,source_gp_id,steps[2]:schema_transform,schema_transform
f00613,investment.fund_vault,fund_gp_name,field,investment.fund_vault,source_gp_name,steps[2]:schema_transform,schema_transform
f00614,investment.fund_vault,fund_asset_class,field,investment.fund_vault,source_asset_class,steps[2]:schema_transform,schema_transform
f00615,investment.fund_vault,fund_strategy,field,investment.fund_vault,source_strategy,steps[2]:schema_transform,schema_transform
f00616,investment.fund_vault,fund_vintage_year,field,investment.fund_vault,source_vintage_year,steps[2]:schema_transform,schema_transform
f00617,investment.fund_vault,fund_committed_capital_usd,field,investment.fund_vault,source_committed_capital_usd,steps[2]:schema_transform,schema_transform
f00618,investment.fund_vault,fund_currency,field,investment.fund_vault,source_currency,steps[2]:schema_transform,schema_transform
f00619,investment.fund_vault,fund_domicile,field,investment.fund_vault,source_domicile,steps[2]:schema_transform,schema_transform
f00620,investment.fund_vault,fund_status,field,investment.fund_vault,source_status,steps[2]:schema_transform,schema_transform
f00621,investment.fund_vault,fund_reported_on,field,investment.fund_vault,source_reported_on,steps[2]:schema_transform,schema_transform
f00622,investment.fund_vault,fund_gp_business_key,field,investment.fund_vault,gp_business_key,steps[2]:schema_transform,schema_transform
f00623,investment.fund_vault,fund_external_identity,contract,reference.fund_identity,fund_external_identity,steps[3]:data_enrichment,data_enrichment
f00624,investment.holding_valuation_conformed,valuation_confidence_band,field,investment.holding_valuation_conformed,source_confidence_score,steps[2]:calculated_fields,calculated_fields
f00625,investment.holding_valuation_conformed,fund_business_key,contract,investment.fund_conformed,fund_business_key,steps[3]:data_enrichment,data_enrichment
f00626,investment.legal_vehicle_conformed,vehicle_business_key,field,investment.legal_vehicle_conformed,vehicle_lei,steps[2]:calculated_fields,calculated_fields
f00627,investment.legal_vehicle_conformed,vehicle_business_key,field,investment.legal_vehicle_conformed,vehicle_normalised_name,steps[2]:calculated_fields,calculated_fields
f00628,investment.legal_vehicle_conformed,fund_business_key,contract,investment.fund_conformed,fund_business_key,steps[3]:data_enrichment,data_enrichment
f00629,ecommerce.order_star,line_is_multi_unit,field,ecommerce.order_star,line_quantity,steps[2]:calculated_fields,calculated_fields
f00630,ecommerce.order_star,line_list_value,field,ecommerce.order_star,line_quantity,steps[2]:calculated_fields,calculated_fields
f00631,ecommerce.order_star,line_list_value,field,ecommerce.order_star,product_list_price,steps[2]:calculated_fields,calculated_fields
f00632,ecommerce.order_star,customer_name,contract,ecommerce.customer,customer_name,steps[4]:data_enrichment,data_enrichment
f00633,ecommerce.order_star,customer_email_domain,contract,ecommerce.customer,customer_email_domain,steps[4]:data_enrichment,data_enrichment
f00634,ecommerce.order_star,customer_city,contract,ecommerce.customer,customer_city,steps[4]:data_enrichment,data_enrichment
f00635,ecommerce.order_star,customer_country,contract,ecommerce.customer,customer_country,steps[4]:data_enrichment,data_enrichment
f00636,ecommerce.order_star,segment_name,contract,reference.customer_segment,segment_name,steps[4]:data_enrichment,data_enrichment
f00637,investment.fund_canonical,external_ids,field,investment.fund_canonical,fund_business_key,steps[2]:schema_transform,schema_transform
f00638,investment.fund_canonical,lei,field,investment.fund_canonical,fund_lei,steps[2]:schema_transform,schema_transform
f00639,investment.fund_canonical,fund_name,field,investment.fund_canonical,fund_name,steps[2]:schema_transform,schema_transform
f00640,investment.fund_canonical,gp_id,field,investment.fund_canonical,fund_gp_business_key,steps[2]:schema_transform,schema_transform
f00641,investment.fund_canonical,asset_class,field,investment.fund_canonical,fund_asset_class,steps[2]:schema_transform,schema_transform
f00642,investment.fund_canonical,strategy,field,investment.fund_canonical,fund_strategy,steps[2]:schema_transform,schema_transform
f00643,investment.fund_canonical,vintage_year,field,investment.fund_canonical,fund_vintage_year,steps[2]:schema_transform,schema_transform
f00644,investment.fund_canonical,committed_capital_usd,field,investment.fund_canonical,fund_committed_capital_usd,steps[2]:schema_transform,schema_transform
f00645,investment.fund_canonical,currency,field,investment.fund_canonical,fund_currency,steps[2]:schema_transform,schema_transform
f00646,investment.fund_canonical,domicile,field,investment.fund_canonical,fund_domicile,steps[2]:schema_transform,schema_transform
f00647,investment.fund_canonical,fund_status,field,investment.fund_canonical,fund_status,steps[2]:schema_transform,schema_transform
f00648,investment.fund_external_index,fund_external_lookup_key,field,investment.fund_external_index,fund_external_id,steps[2]:calculated_fields,calculated_fields
f00649,investment.fund_external_index,fund_external_lookup_key,field,investment.fund_external_index,fund_external_lookup_key,steps[4]:data_aggregation,data_aggregation
f00650,investment.fund_external_index,fund_business_key,field,investment.fund_external_index,fund_business_key,steps[4]:data_aggregation,data_aggregation
f00651,investment.fund_external_index,fund_entity_count,field,investment.fund_external_index,fund_business_key,steps[4]:data_aggregation,data_aggregation
f00652,investment.fund_nav_resolved,fund_nav_source_key,field,investment.fund_nav_resolved,nav_source_system,steps[2]:calculated_fields,calculated_fields
f00653,investment.fund_nav_resolved,fund_nav_source_key,field,investment.fund_nav_resolved,source_fund_id,steps[2]:calculated_fields,calculated_fields
f00654,investment.fund_nav_resolved,fund_business_key,contract,investment.fund_investment_basis,fund_business_key,steps[3]:data_enrichment,data_enrichment
f00655,investment.fund_nav_resolved,fund_external_id,contract,investment.fund_investment_basis,fund_external_id,steps[3]:data_enrichment,data_enrichment
f00656,investment.fund_nav_resolved,source_name,contract,investment.fund_investment_basis,source_name,steps[3]:data_enrichment,data_enrichment
f00657,investment.fund_nav_resolved,source_strategy,contract,investment.fund_investment_basis,source_strategy,steps[3]:data_enrichment,data_enrichment
f00658,investment.fund_nav_resolved,source_currency,contract,investment.fund_investment_basis,source_currency,steps[3]:data_enrichment,data_enrichment
f00659,investment.fund_nav_resolved,fund_recallable_distributions_usd,contract,investment.fund_investment_basis,fund_recallable_distributions_usd,steps[3]:data_enrichment,data_enrichment
f00660,investment.fund_nav_resolved,fund_fee_offset_usd,contract,investment.fund_investment_basis,fund_fee_offset_usd,steps[3]:data_enrichment,data_enrichment
f00661,investment.fund_nav_resolved,fund_hurdle_rate,contract,investment.fund_investment_basis,fund_hurdle_rate,steps[3]:data_enrichment,data_enrichment
f00662,investment.fund_nav_resolved,fund_hurdle_basis,contract,investment.fund_investment_basis,fund_hurdle_basis,steps[3]:data_enrichment,data_enrichment
f00663,investment.legal_vehicle_cash_flow,vehicle_cash_flow_signed_amount_usd,field,investment.legal_vehicle_cash_flow,source_amount_usd,steps[2]:calculated_fields,calculated_fields
f00664,investment.legal_vehicle_cash_flow,vehicle_cash_flow_signed_amount_usd,field,investment.legal_vehicle_cash_flow,source_direction,steps[2]:calculated_fields,calculated_fields
f00665,investment.legal_vehicle_cash_flow,vehicle_business_key,contract,investment.legal_vehicle_conformed,vehicle_business_key,steps[3]:data_enrichment,data_enrichment
f00666,investment.legal_vehicle_cash_flow,fund_business_key,contract,investment.legal_vehicle_conformed,fund_business_key,steps[3]:data_enrichment,data_enrichment
f00667,investment.legal_vehicle_vault,vehicle_record_id,field,investment.legal_vehicle_vault,source_record_id,steps[2]:schema_transform,schema_transform
f00668,investment.legal_vehicle_vault,vehicle_source_id,field,investment.legal_vehicle_vault,source_vehicle_id,steps[2]:schema_transform,schema_transform
f00669,investment.legal_vehicle_vault,vehicle_fund_source_id,field,investment.legal_vehicle_vault,source_fund_id,steps[2]:schema_transform,schema_transform
f00670,investment.legal_vehicle_vault,vehicle_parent_source_id,field,investment.legal_vehicle_vault,source_parent_vehicle_id,steps[2]:schema_transform,schema_transform
f00671,investment.legal_vehicle_vault,vehicle_name,field,investment.legal_vehicle_vault,source_name,steps[2]:schema_transform,schema_transform
f00672,investment.legal_vehicle_vault,vehicle_type,field,investment.legal_vehicle_vault,source_vehicle_type,steps[2]:schema_transform,schema_transform
f00673,investment.legal_vehicle_vault,vehicle_jurisdiction,field,investment.legal_vehicle_vault,source_jurisdiction,steps[2]:schema_transform,schema_transform
f00674,investment.legal_vehicle_vault,vehicle_incorporated_on,field,investment.legal_vehicle_vault,source_incorporated_on,steps[2]:schema_transform,schema_transform
f00675,investment.legal_vehicle_vault,vehicle_reported_on,field,investment.legal_vehicle_vault,source_reported_on,steps[2]:schema_transform,schema_transform
f00676,investment.legal_vehicle_vault,vehicle_fund_business_key,field,investment.legal_vehicle_vault,fund_business_key,steps[2]:schema_transform,schema_transform
f00677,ecommerce.order_summary,order_id,field,ecommerce.order_summary,order_id,steps[2]:data_aggregation,data_aggregation
f00678,ecommerce.order_summary,order_line_count,expression,ecommerce.order_summary,count(*),steps[2]:data_aggregation,data_aggregation
f00679,ecommerce.order_summary,order_units,field,ecommerce.order_summary,line_quantity,steps[2]:data_aggregation,data_aggregation
